,air_store_id,visit_date,reserve_visitors
8515,air_3e93f3c81008696d,2016-11-05,26
8516,air_3e93f3c81008696d,2016-11-07,2
8517,air_3e93f3c81008696d,2016-11-09,4
8518,air_3e93f3c81008696d,2016-11-11,6
8519,air_3e93f3c81008696d,2016-11-12,16
8520,air_3e93f3c81008696d,2016-11-14,38
8521,air_3e93f3c81008696d,2016-11-15,8
8522,air_3e93f3c81008696d,2016-11-16,14
8523,air_3e93f3c81008696d,2016-11-18,19
8524,air_3e93f3c81008696d,2016-11-19,13
8525,air_3e93f3c81008696d,2016-11-21,4
8526,air_3e93f3c81008696d,2016-11-22,13
8527,air_3e93f3c81008696d,2016-11-23,15
8528,air_3e93f3c81008696d,2016-11-24,10
8529,air_3e93f3c81008696d,2016-11-25,15
8530,air_3e93f3c81008696d,2016-11-26,10
8531,air_3e93f3c81008696d,2016-11-28,4
8532,air_3e93f3c81008696d,2016-11-29,12
8533,air_3e93f3c81008696d,2016-11-30,2
8534,air_3e93f3c81008696d,2016-12-01,3
8535,air_3e93f3c81008696d,2016-12-02,14
8536,air_3e93f3c81008696d,2016-12-05,4
8537,air_3e93f3c81008696d,2016-12-06,5
8538,air_3e93f3c81008696d,2016-12-07,9
8539,air_3e93f3c81008696d,2016-12-09,39
8540,air_3e93f3c81008696d,2016-12-10,13
8541,air_3e93f3c81008696d,2016-12-12,4
8542,air_3e93f3c81008696d,2016-12-13,7
8543,air_3e93f3c81008696d,2016-12-14,8
8544,air_3e93f3c81008696d,2016-12-15,8
8545,air_3e93f3c81008696d,2016-12-16,19
8546,air_3e93f3c81008696d,2016-12-17,22
8547,air_3e93f3c81008696d,2016-12-19,20
8548,air_3e93f3c81008696d,2016-12-20,5
8549,air_3e93f3c81008696d,2016-12-21,14
8550,air_3e93f3c81008696d,2016-12-22,45
8551,air_3e93f3c81008696d,2016-12-23,58
8552,air_3e93f3c81008696d,2016-12-24,20
8553,air_3e93f3c81008696d,2016-12-26,20
8554,air_3e93f3c81008696d,2016-12-27,25
8555,air_3e93f3c81008696d,2016-12-28,26
8556,air_3e93f3c81008696d,2016-12-29,24
8557,air_3e93f3c81008696d,2016-12-30,24
8558,air_3e93f3c81008696d,2017-01-06,21
8559,air_3e93f3c81008696d,2017-01-07,8
8560,air_3e93f3c81008696d,2017-01-08,18
8561,air_3e93f3c81008696d,2017-01-10,2
8562,air_3e93f3c81008696d,2017-01-11,4
8563,air_3e93f3c81008696d,2017-01-13,4
8564,air_3e93f3c81008696d,2017-01-14,18
8565,air_3e93f3c81008696d,2017-01-17,7
8566,air_3e93f3c81008696d,2017-01-20,17
8567,air_3e93f3c81008696d,2017-01-21,29
8568,air_3e93f3c81008696d,2017-01-23,20
8569,air_3e93f3c81008696d,2017-01-24,22
8570,air_3e93f3c81008696d,2017-01-25,25
8571,air_3e93f3c81008696d,2017-01-26,16
8572,air_3e93f3c81008696d,2017-01-27,27
8573,air_3e93f3c81008696d,2017-01-28,37
8574,air_3e93f3c81008696d,2017-01-30,10
8575,air_3e93f3c81008696d,2017-01-31,4
8576,air_3e93f3c81008696d,2017-02-01,9
8577,air_3e93f3c81008696d,2017-02-02,5
8578,air_3e93f3c81008696d,2017-02-03,32
8579,air_3e93f3c81008696d,2017-02-04,35
8580,air_3e93f3c81008696d,2017-02-06,4
8581,air_3e93f3c81008696d,2017-02-07,4
8582,air_3e93f3c81008696d,2017-02-08,12
8583,air_3e93f3c81008696d,2017-02-09,28
8584,air_3e93f3c81008696d,2017-02-10,19
8585,air_3e93f3c81008696d,2017-02-11,28
8586,air_3e93f3c81008696d,2017-02-13,4
8587,air_3e93f3c81008696d,2017-02-14,27
8588,air_3e93f3c81008696d,2017-02-15,9
8589,air_3e93f3c81008696d,2017-02-16,12
8590,air_3e93f3c81008696d,2017-02-17,22
8591,air_3e93f3c81008696d,2017-02-18,19
8592,air_3e93f3c81008696d,2017-02-20,5
8593,air_3e93f3c81008696d,2017-02-21,4
8594,air_3e93f3c81008696d,2017-02-22,11
8595,air_3e93f3c81008696d,2017-02-23,20
8596,air_3e93f3c81008696d,2017-02-24,24
8597,air_3e93f3c81008696d,2017-02-25,33
8598,air_3e93f3c81008696d,2017-02-27,9
8599,air_3e93f3c81008696d,2017-02-28,34
8600,air_3e93f3c81008696d,2017-03-01,15
8601,air_3e93f3c81008696d,2017-03-02,16
8602,air_3e93f3c81008696d,2017-03-03,17
8603,air_3e93f3c81008696d,2017-03-04,44
8604,air_3e93f3c81008696d,2017-03-07,4
8605,air_3e93f3c81008696d,2017-03-08,8
8606,air_3e93f3c81008696d,2017-03-09,27
8607,air_3e93f3c81008696d,2017-03-10,33
8608,air_3e93f3c81008696d,2017-03-11,21
8609,air_3e93f3c81008696d,2017-03-13,26
8610,air_3e93f3c81008696d,2017-03-14,18
8611,air_3e93f3c81008696d,2017-03-15,22
8612,air_3e93f3c81008696d,2017-03-16,16
8613,air_3e93f3c81008696d,2017-03-17,21
8614,air_3e93f3c81008696d,2017-03-18,6
8615,air_3e93f3c81008696d,2017-03-19,28
8616,air_3e93f3c81008696d,2017-03-22,11
8617,air_3e93f3c81008696d,2017-03-23,27
8618,air_3e93f3c81008696d,2017-03-24,21
8619,air_3e93f3c81008696d,2017-03-27,8
8620,air_3e93f3c81008696d,2017-03-28,13
8621,air_3e93f3c81008696d,2017-03-29,11
8622,air_3e93f3c81008696d,2017-03-30,24
8623,air_3e93f3c81008696d,2017-03-31,40
8624,air_3e93f3c81008696d,2017-04-01,17
8625,air_3e93f3c81008696d,2017-04-03,8
8626,air_3e93f3c81008696d,2017-04-04,9
8627,air_3e93f3c81008696d,2017-04-05,4
8628,air_3e93f3c81008696d,2017-04-06,10
8629,air_3e93f3c81008696d,2017-04-07,22
8630,air_3e93f3c81008696d,2017-04-08,20
8631,air_3e93f3c81008696d,2017-04-10,2
8632,air_3e93f3c81008696d,2017-04-11,9
8633,air_3e93f3c81008696d,2017-04-12,31
8634,air_3e93f3c81008696d,2017-04-13,12
8635,air_3e93f3c81008696d,2017-04-14,29
8636,air_3e93f3c81008696d,2017-04-15,23
8637,air_3e93f3c81008696d,2017-04-17,5
8638,air_3e93f3c81008696d,2017-04-18,16
8639,air_3e93f3c81008696d,2017-04-20,3
8640,air_3e93f3c81008696d,2017-04-21,45
8641,air_3e93f3c81008696d,2017-04-22,25
8642,air_3e93f3c81008696d,2017-04-24,28
8643,air_3e93f3c81008696d,2017-04-26,38
8644,air_3e93f3c81008696d,2017-04-29,8
8645,air_3e93f3c81008696d,2017-05-02,8
8646,air_3e93f3c81008696d,2017-05-03,3
8647,air_3e93f3c81008696d,2017-05-09,6
8648,air_4092cfbd95a3ac1b,2016-10-27,8
8649,air_4092cfbd95a3ac1b,2016-10-28,21
8650,air_4092cfbd95a3ac1b,2016-10-30,26
8651,air_4092cfbd95a3ac1b,2016-10-31,19
8652,air_4092cfbd95a3ac1b,2016-11-01,12
8653,air_4092cfbd95a3ac1b,2016-11-02,18
8654,air_4092cfbd95a3ac1b,2016-11-03,8
8655,air_4092cfbd95a3ac1b,2016-11-04,10
8656,air_4092cfbd95a3ac1b,2016-11-05,12
8657,air_4092cfbd95a3ac1b,2016-11-06,8
8658,air_4092cfbd95a3ac1b,2016-11-07,5
8659,air_4092cfbd95a3ac1b,2016-11-08,6
8660,air_4092cfbd95a3ac1b,2016-11-09,4
8661,air_4092cfbd95a3ac1b,2016-11-10,17
8662,air_4092cfbd95a3ac1b,2016-11-11,17
8663,air_4092cfbd95a3ac1b,2016-11-13,17
8664,air_4092cfbd95a3ac1b,2016-11-14,74
8665,air_4092cfbd95a3ac1b,2016-11-15,6
8666,air_4092cfbd95a3ac1b,2016-11-16,6
8667,air_4092cfbd95a3ac1b,2016-11-17,5
8668,air_4092cfbd95a3ac1b,2016-11-18,16
8669,air_4092cfbd95a3ac1b,2016-11-19,95
8670,air_4092cfbd95a3ac1b,2016-11-20,33
8671,air_4092cfbd95a3ac1b,2016-11-21,13
8672,air_4092cfbd95a3ac1b,2016-11-22,30
8673,air_4092cfbd95a3ac1b,2016-11-23,28
8674,air_4092cfbd95a3ac1b,2016-11-24,11
8675,air_4092cfbd95a3ac1b,2016-11-25,9
8676,air_4092cfbd95a3ac1b,2016-11-26,9
8677,air_4092cfbd95a3ac1b,2016-11-27,65
8678,air_4092cfbd95a3ac1b,2016-11-28,11
8679,air_4092cfbd95a3ac1b,2016-11-29,5
8680,air_4092cfbd95a3ac1b,2016-11-30,31
8681,air_4092cfbd95a3ac1b,2016-12-01,9
8682,air_4092cfbd95a3ac1b,2016-12-04,27
8683,air_4092cfbd95a3ac1b,2016-12-05,13
8684,air_4092cfbd95a3ac1b,2016-12-08,12
8685,air_4092cfbd95a3ac1b,2016-12-09,21
8686,air_4092cfbd95a3ac1b,2016-12-10,96
8687,air_4092cfbd95a3ac1b,2016-12-11,58
8688,air_4092cfbd95a3ac1b,2016-12-12,17
8689,air_4092cfbd95a3ac1b,2016-12-13,11
8690,air_4092cfbd95a3ac1b,2016-12-14,16
8691,air_4092cfbd95a3ac1b,2016-12-15,17
8692,air_4092cfbd95a3ac1b,2016-12-16,31
8693,air_4092cfbd95a3ac1b,2016-12-17,7
8694,air_4092cfbd95a3ac1b,2016-12-18,27
8695,air_4092cfbd95a3ac1b,2016-12-19,20
8696,air_4092cfbd95a3ac1b,2016-12-20,15
8697,air_4092cfbd95a3ac1b,2016-12-21,43
8698,air_4092cfbd95a3ac1b,2016-12-22,36
8699,air_4092cfbd95a3ac1b,2016-12-23,46
8700,air_4092cfbd95a3ac1b,2016-12-24,34
8701,air_4092cfbd95a3ac1b,2016-12-25,54
8702,air_4092cfbd95a3ac1b,2016-12-26,19
8703,air_4092cfbd95a3ac1b,2016-12-27,17
8704,air_4092cfbd95a3ac1b,2016-12-29,39
8705,air_4092cfbd95a3ac1b,2016-12-30,22
8706,air_4092cfbd95a3ac1b,2016-12-31,10
8707,air_4092cfbd95a3ac1b,2017-01-04,9
8708,air_4092cfbd95a3ac1b,2017-01-05,4
8709,air_4092cfbd95a3ac1b,2017-01-06,41
8710,air_4092cfbd95a3ac1b,2017-01-09,40
8711,air_4092cfbd95a3ac1b,2017-01-10,7
8712,air_4092cfbd95a3ac1b,2017-01-11,13
8713,air_4092cfbd95a3ac1b,2017-01-12,8
8714,air_4092cfbd95a3ac1b,2017-01-13,12
8715,air_4092cfbd95a3ac1b,2017-01-14,17
8716,air_4092cfbd95a3ac1b,2017-01-15,27
8717,air_4092cfbd95a3ac1b,2017-01-16,23
8718,air_4092cfbd95a3ac1b,2017-01-18,5
8719,air_4092cfbd95a3ac1b,2017-01-19,18
8720,air_4092cfbd95a3ac1b,2017-01-20,32
8721,air_4092cfbd95a3ac1b,2017-01-21,56
8722,air_4092cfbd95a3ac1b,2017-01-22,21
8723,air_4092cfbd95a3ac1b,2017-01-23,9
8724,air_4092cfbd95a3ac1b,2017-01-24,8
8725,air_4092cfbd95a3ac1b,2017-01-25,17
8726,air_4092cfbd95a3ac1b,2017-01-26,11
8727,air_4092cfbd95a3ac1b,2017-01-27,14
8728,air_4092cfbd95a3ac1b,2017-01-29,29
8729,air_4092cfbd95a3ac1b,2017-01-30,2
8730,air_4092cfbd95a3ac1b,2017-02-01,7
8731,air_4092cfbd95a3ac1b,2017-02-02,11
8732,air_4092cfbd95a3ac1b,2017-02-03,21
8733,air_4092cfbd95a3ac1b,2017-02-04,31
8734,air_4092cfbd95a3ac1b,2017-02-05,30
8735,air_4092cfbd95a3ac1b,2017-02-06,15
8736,air_4092cfbd95a3ac1b,2017-02-07,21
8737,air_4092cfbd95a3ac1b,2017-02-08,14
8738,air_4092cfbd95a3ac1b,2017-02-09,7
8739,air_4092cfbd95a3ac1b,2017-02-10,61
8740,air_4092cfbd95a3ac1b,2017-02-11,28
8741,air_4092cfbd95a3ac1b,2017-02-12,21
8742,air_4092cfbd95a3ac1b,2017-02-13,12
8743,air_4092cfbd95a3ac1b,2017-02-14,10
8744,air_4092cfbd95a3ac1b,2017-02-15,8
8745,air_4092cfbd95a3ac1b,2017-02-16,27
8746,air_4092cfbd95a3ac1b,2017-02-17,29
8747,air_4092cfbd95a3ac1b,2017-02-18,27
8748,air_4092cfbd95a3ac1b,2017-02-20,11
8749,air_4092cfbd95a3ac1b,2017-02-21,9
8750,air_4092cfbd95a3ac1b,2017-02-22,56
8751,air_4092cfbd95a3ac1b,2017-02-23,9
8752,air_4092cfbd95a3ac1b,2017-02-24,23
8753,air_4092cfbd95a3ac1b,2017-02-25,54
8754,air_4092cfbd95a3ac1b,2017-02-26,32
8755,air_4092cfbd95a3ac1b,2017-02-27,20
8756,air_4092cfbd95a3ac1b,2017-02-28,7
8757,air_4092cfbd95a3ac1b,2017-03-01,17
8758,air_4092cfbd95a3ac1b,2017-03-03,15
8759,air_4092cfbd95a3ac1b,2017-03-05,30
8760,air_4092cfbd95a3ac1b,2017-03-06,5
8761,air_4092cfbd95a3ac1b,2017-03-07,5
8762,air_4092cfbd95a3ac1b,2017-03-08,27
8763,air_4092cfbd95a3ac1b,2017-03-09,9
8764,air_4092cfbd95a3ac1b,2017-03-10,12
8765,air_4092cfbd95a3ac1b,2017-03-12,12
8766,air_4092cfbd95a3ac1b,2017-03-13,77
8767,air_4092cfbd95a3ac1b,2017-03-14,14
8768,air_4092cfbd95a3ac1b,2017-03-15,10
8769,air_4092cfbd95a3ac1b,2017-03-16,9
8770,air_4092cfbd95a3ac1b,2017-03-17,26
8771,air_4092cfbd95a3ac1b,2017-03-18,56
8772,air_4092cfbd95a3ac1b,2017-03-19,13
8773,air_4092cfbd95a3ac1b,2017-03-21,5
8774,air_4092cfbd95a3ac1b,2017-03-23,5
8775,air_4092cfbd95a3ac1b,2017-03-24,17
8776,air_4092cfbd95a3ac1b,2017-03-25,33
8777,air_4092cfbd95a3ac1b,2017-03-26,66
8778,air_4092cfbd95a3ac1b,2017-03-27,14
8779,air_4092cfbd95a3ac1b,2017-03-28,5
8780,air_4092cfbd95a3ac1b,2017-03-29,25
8781,air_4092cfbd95a3ac1b,2017-03-30,7
8782,air_4092cfbd95a3ac1b,2017-03-31,12
8783,air_4092cfbd95a3ac1b,2017-04-01,18
8784,air_4092cfbd95a3ac1b,2017-04-02,12
8785,air_4092cfbd95a3ac1b,2017-04-03,2
8786,air_4092cfbd95a3ac1b,2017-04-04,6
8787,air_4092cfbd95a3ac1b,2017-04-05,10
8788,air_4092cfbd95a3ac1b,2017-04-06,7
8789,air_4092cfbd95a3ac1b,2017-04-07,16
8790,air_4092cfbd95a3ac1b,2017-04-08,72
8791,air_4092cfbd95a3ac1b,2017-04-09,10
8792,air_4092cfbd95a3ac1b,2017-04-10,4
8793,air_4092cfbd95a3ac1b,2017-04-11,2
8794,air_4092cfbd95a3ac1b,2017-04-12,2
8795,air_4092cfbd95a3ac1b,2017-04-13,8
8796,air_4092cfbd95a3ac1b,2017-04-14,4
8797,air_4092cfbd95a3ac1b,2017-04-15,17
8798,air_4092cfbd95a3ac1b,2017-04-16,12
8799,air_4092cfbd95a3ac1b,2017-04-17,16
8800,air_4092cfbd95a3ac1b,2017-04-18,11
8801,air_4092cfbd95a3ac1b,2017-04-19,23
8802,air_4092cfbd95a3ac1b,2017-04-20,9
8803,air_4092cfbd95a3ac1b,2017-04-21,28
8804,air_4092cfbd95a3ac1b,2017-04-24,10
8805,air_4092cfbd95a3ac1b,2017-04-25,4
8806,air_4092cfbd95a3ac1b,2017-04-26,2
8807,air_4092cfbd95a3ac1b,2017-04-27,4
8808,air_4092cfbd95a3ac1b,2017-04-28,21
8809,air_4092cfbd95a3ac1b,2017-04-29,6
8810,air_4092cfbd95a3ac1b,2017-04-30,5
8811,air_4092cfbd95a3ac1b,2017-05-03,4
8812,air_4092cfbd95a3ac1b,2017-05-07,2
8813,air_4092cfbd95a3ac1b,2017-05-09,12
8814,air_4092cfbd95a3ac1b,2017-05-13,30
8815,air_4092cfbd95a3ac1b,2017-05-14,42
8816,air_4092cfbd95a3ac1b,2017-05-15,2
8817,air_4092cfbd95a3ac1b,2017-05-26,3
8818,air_4092cfbd95a3ac1b,2017-05-27,47
8819,air_40f6193ea3ed1b91,2016-10-27,2
8820,air_40f6193ea3ed1b91,2016-10-28,4
8821,air_40f6193ea3ed1b91,2016-10-29,3
8822,air_40f6193ea3ed1b91,2016-10-30,8
8823,air_40f6193ea3ed1b91,2016-10-31,5
8824,air_40f6193ea3ed1b91,2016-11-01,16
8825,air_40f6193ea3ed1b91,2016-11-03,4
8826,air_40f6193ea3ed1b91,2016-11-05,6
8827,air_40f6193ea3ed1b91,2016-11-06,5
8828,air_40f6193ea3ed1b91,2016-11-08,6
8829,air_40f6193ea3ed1b91,2016-11-11,2
8830,air_40f6193ea3ed1b91,2016-11-12,4
8831,air_40f6193ea3ed1b91,2016-11-13,7
8832,air_40f6193ea3ed1b91,2016-11-14,6
8833,air_40f6193ea3ed1b91,2016-11-17,2
8834,air_40f6193ea3ed1b91,2016-11-19,5
8835,air_40f6193ea3ed1b91,2016-11-20,12
8836,air_40f6193ea3ed1b91,2016-11-21,11
8837,air_40f6193ea3ed1b91,2016-11-22,2
8838,air_40f6193ea3ed1b91,2016-11-23,13
8839,air_40f6193ea3ed1b91,2016-11-25,4
8840,air_40f6193ea3ed1b91,2016-11-27,7
8841,air_40f6193ea3ed1b91,2016-11-29,6
8842,air_40f6193ea3ed1b91,2016-12-01,9
8843,air_40f6193ea3ed1b91,2016-12-02,4
8844,air_40f6193ea3ed1b91,2016-12-03,15
8845,air_40f6193ea3ed1b91,2016-12-04,4
8846,air_40f6193ea3ed1b91,2016-12-06,5
8847,air_40f6193ea3ed1b91,2016-12-09,11
8848,air_40f6193ea3ed1b91,2016-12-10,13
8849,air_40f6193ea3ed1b91,2016-12-11,5
8850,air_40f6193ea3ed1b91,2016-12-12,11
8851,air_40f6193ea3ed1b91,2016-12-13,2
8852,air_40f6193ea3ed1b91,2016-12-15,2
8853,air_40f6193ea3ed1b91,2016-12-16,19
8854,air_40f6193ea3ed1b91,2016-12-17,4
8855,air_40f6193ea3ed1b91,2016-12-18,12
8856,air_40f6193ea3ed1b91,2016-12-19,7
8857,air_40f6193ea3ed1b91,2016-12-20,2
8858,air_40f6193ea3ed1b91,2016-12-22,8
8859,air_40f6193ea3ed1b91,2016-12-23,12
8860,air_40f6193ea3ed1b91,2016-12-24,21
8861,air_40f6193ea3ed1b91,2016-12-25,15
8862,air_40f6193ea3ed1b91,2016-12-26,20
8863,air_40f6193ea3ed1b91,2016-12-28,8
8864,air_40f6193ea3ed1b91,2016-12-29,4
8865,air_40f6193ea3ed1b91,2016-12-30,6
8866,air_40f6193ea3ed1b91,2016-12-31,3
8867,air_40f6193ea3ed1b91,2017-01-01,1
8868,air_40f6193ea3ed1b91,2017-01-02,6
8869,air_40f6193ea3ed1b91,2017-01-03,6
8870,air_40f6193ea3ed1b91,2017-01-09,2
8871,air_40f6193ea3ed1b91,2017-01-12,9
8872,air_40f6193ea3ed1b91,2017-01-13,2
8873,air_40f6193ea3ed1b91,2017-01-14,8
8874,air_40f6193ea3ed1b91,2017-01-15,11
8875,air_40f6193ea3ed1b91,2017-01-16,4
8876,air_40f6193ea3ed1b91,2017-01-17,4
8877,air_40f6193ea3ed1b91,2017-01-19,2
8878,air_40f6193ea3ed1b91,2017-01-21,11
8879,air_40f6193ea3ed1b91,2017-01-22,2
8880,air_40f6193ea3ed1b91,2017-01-24,14
8881,air_40f6193ea3ed1b91,2017-01-26,4
8882,air_40f6193ea3ed1b91,2017-01-27,2
8883,air_40f6193ea3ed1b91,2017-01-28,6
8884,air_40f6193ea3ed1b91,2017-01-29,4
8885,air_40f6193ea3ed1b91,2017-01-30,2
8886,air_40f6193ea3ed1b91,2017-01-31,4
8887,air_40f6193ea3ed1b91,2017-02-03,2
8888,air_40f6193ea3ed1b91,2017-02-04,2
8889,air_40f6193ea3ed1b91,2017-02-05,4
8890,air_40f6193ea3ed1b91,2017-02-06,20
8891,air_40f6193ea3ed1b91,2017-02-09,3
8892,air_40f6193ea3ed1b91,2017-02-10,15
8893,air_40f6193ea3ed1b91,2017-02-11,9
8894,air_40f6193ea3ed1b91,2017-02-12,16
8895,air_40f6193ea3ed1b91,2017-02-13,3
8896,air_40f6193ea3ed1b91,2017-02-14,15
8897,air_40f6193ea3ed1b91,2017-02-16,17
8898,air_40f6193ea3ed1b91,2017-02-17,3
8899,air_40f6193ea3ed1b91,2017-02-18,3
8900,air_40f6193ea3ed1b91,2017-02-19,8
8901,air_40f6193ea3ed1b91,2017-02-20,5
8902,air_40f6193ea3ed1b91,2017-02-21,8
8903,air_40f6193ea3ed1b91,2017-02-24,4
8904,air_40f6193ea3ed1b91,2017-02-25,7
8905,air_40f6193ea3ed1b91,2017-02-26,3
8906,air_40f6193ea3ed1b91,2017-02-27,5
8907,air_40f6193ea3ed1b91,2017-02-28,2
8908,air_40f6193ea3ed1b91,2017-03-02,2
8909,air_40f6193ea3ed1b91,2017-03-03,2
8910,air_40f6193ea3ed1b91,2017-03-05,13
8911,air_40f6193ea3ed1b91,2017-03-06,10
8912,air_40f6193ea3ed1b91,2017-03-07,2
8913,air_40f6193ea3ed1b91,2017-03-09,4
8914,air_40f6193ea3ed1b91,2017-03-10,4
8915,air_40f6193ea3ed1b91,2017-03-11,7
8916,air_40f6193ea3ed1b91,2017-03-12,13
8917,air_40f6193ea3ed1b91,2017-03-13,6
8918,air_40f6193ea3ed1b91,2017-03-14,14
8919,air_40f6193ea3ed1b91,2017-03-16,4
8920,air_40f6193ea3ed1b91,2017-03-17,2
8921,air_40f6193ea3ed1b91,2017-03-18,25
8922,air_40f6193ea3ed1b91,2017-03-19,18
8923,air_40f6193ea3ed1b91,2017-03-20,6
8924,air_40f6193ea3ed1b91,2017-03-21,8
8925,air_40f6193ea3ed1b91,2017-03-23,6
8926,air_40f6193ea3ed1b91,2017-03-24,14
8927,air_40f6193ea3ed1b91,2017-03-25,9
8928,air_40f6193ea3ed1b91,2017-03-26,15
8929,air_40f6193ea3ed1b91,2017-03-27,2
8930,air_40f6193ea3ed1b91,2017-03-28,3
8931,air_40f6193ea3ed1b91,2017-04-01,6
8932,air_40f6193ea3ed1b91,2017-04-02,7
8933,air_40f6193ea3ed1b91,2017-04-03,2
8934,air_40f6193ea3ed1b91,2017-04-04,5
8935,air_40f6193ea3ed1b91,2017-04-06,5
8936,air_40f6193ea3ed1b91,2017-04-07,6
8937,air_40f6193ea3ed1b91,2017-04-08,16
8938,air_40f6193ea3ed1b91,2017-04-09,19
8939,air_40f6193ea3ed1b91,2017-04-10,4
8940,air_40f6193ea3ed1b91,2017-04-13,9
8941,air_40f6193ea3ed1b91,2017-04-14,5
8942,air_40f6193ea3ed1b91,2017-04-16,18
8943,air_40f6193ea3ed1b91,2017-04-17,2
8944,air_40f6193ea3ed1b91,2017-04-18,8
8945,air_40f6193ea3ed1b91,2017-04-20,2
8946,air_40f6193ea3ed1b91,2017-04-22,10
8947,air_40f6193ea3ed1b91,2017-04-23,4
8948,air_40f6193ea3ed1b91,2017-04-24,2
8949,air_40f6193ea3ed1b91,2017-04-27,4
8950,air_40f6193ea3ed1b91,2017-05-01,4
8951,air_40f6193ea3ed1b91,2017-05-02,2
8952,air_40f6193ea3ed1b91,2017-05-03,2
8953,air_40f6193ea3ed1b91,2017-05-04,3
8954,air_40f6193ea3ed1b91,2017-05-05,2
8955,air_40f6193ea3ed1b91,2017-05-13,7
8956,air_40f6193ea3ed1b91,2017-05-22,10
8957,air_42c9aa6d617c5057,2016-10-27,7
8958,air_42c9aa6d617c5057,2016-10-28,20
8959,air_42c9aa6d617c5057,2016-10-29,17
8960,air_42c9aa6d617c5057,2016-10-30,7
8961,air_42c9aa6d617c5057,2016-11-02,12
8962,air_42c9aa6d617c5057,2016-11-03,7
8963,air_42c9aa6d617c5057,2016-11-04,3
8964,air_42c9aa6d617c5057,2016-11-05,13
8965,air_42c9aa6d617c5057,2016-11-06,9
8966,air_42c9aa6d617c5057,2016-11-07,4
8967,air_42c9aa6d617c5057,2016-11-09,13
8968,air_42c9aa6d617c5057,2016-11-10,21
8969,air_42c9aa6d617c5057,2016-11-11,6
8970,air_42c9aa6d617c5057,2016-11-12,20
8971,air_42c9aa6d617c5057,2016-11-13,14
8972,air_42c9aa6d617c5057,2016-11-14,12
8973,air_42c9aa6d617c5057,2016-11-16,9
8974,air_42c9aa6d617c5057,2016-11-17,6
8975,air_42c9aa6d617c5057,2016-11-18,6
8976,air_42c9aa6d617c5057,2016-11-19,21
8977,air_42c9aa6d617c5057,2016-11-20,8
8978,air_42c9aa6d617c5057,2016-11-21,9
8979,air_42c9aa6d617c5057,2016-11-23,14
8980,air_42c9aa6d617c5057,2016-11-24,5
8981,air_42c9aa6d617c5057,2016-11-25,2
8982,air_42c9aa6d617c5057,2016-11-26,22
8983,air_42c9aa6d617c5057,2016-11-27,26
8984,air_42c9aa6d617c5057,2016-11-28,21
8985,air_42c9aa6d617c5057,2016-11-30,13
8986,air_42c9aa6d617c5057,2016-12-01,6
8987,air_42c9aa6d617c5057,2016-12-02,20
8988,air_42c9aa6d617c5057,2016-12-03,19
8989,air_42c9aa6d617c5057,2016-12-04,18
8990,air_42c9aa6d617c5057,2016-12-07,12
8991,air_42c9aa6d617c5057,2016-12-08,17
8992,air_42c9aa6d617c5057,2016-12-09,7
8993,air_42c9aa6d617c5057,2016-12-10,16
8994,air_42c9aa6d617c5057,2016-12-11,9
8995,air_42c9aa6d617c5057,2016-12-12,7
8996,air_42c9aa6d617c5057,2016-12-14,11
8997,air_42c9aa6d617c5057,2016-12-15,16
8998,air_42c9aa6d617c5057,2016-12-16,7
8999,air_42c9aa6d617c5057,2016-12-17,36
9000,air_42c9aa6d617c5057,2016-12-18,24
9001,air_42c9aa6d617c5057,2016-12-19,15
9002,air_42c9aa6d617c5057,2016-12-21,7
9003,air_42c9aa6d617c5057,2016-12-22,27
9004,air_42c9aa6d617c5057,2016-12-23,14
9005,air_42c9aa6d617c5057,2016-12-24,23
9006,air_42c9aa6d617c5057,2016-12-25,37
9007,air_42c9aa6d617c5057,2016-12-26,26
9008,air_42c9aa6d617c5057,2016-12-28,21
9009,air_42c9aa6d617c5057,2016-12-29,40
9010,air_42c9aa6d617c5057,2016-12-30,25
9011,air_42c9aa6d617c5057,2016-12-31,16
9012,air_42c9aa6d617c5057,2017-01-01,12
9013,air_42c9aa6d617c5057,2017-01-02,32
9014,air_42c9aa6d617c5057,2017-01-03,29
9015,air_42c9aa6d617c5057,2017-01-06,23
9016,air_42c9aa6d617c5057,2017-01-07,21
9017,air_42c9aa6d617c5057,2017-01-08,11
9018,air_42c9aa6d617c5057,2017-01-09,15
9019,air_42c9aa6d617c5057,2017-01-11,16
9020,air_42c9aa6d617c5057,2017-01-12,7
9021,air_42c9aa6d617c5057,2017-01-13,10
9022,air_42c9aa6d617c5057,2017-01-14,18
9023,air_42c9aa6d617c5057,2017-01-15,8
9024,air_42c9aa6d617c5057,2017-01-16,11
9025,air_42c9aa6d617c5057,2017-01-18,10
9026,air_42c9aa6d617c5057,2017-01-19,4
9027,air_42c9aa6d617c5057,2017-01-20,25
9028,air_42c9aa6d617c5057,2017-01-21,4
9029,air_42c9aa6d617c5057,2017-01-22,16
9030,air_42c9aa6d617c5057,2017-01-25,15
9031,air_42c9aa6d617c5057,2017-01-26,10
9032,air_42c9aa6d617c5057,2017-01-27,16
9033,air_42c9aa6d617c5057,2017-01-28,18
9034,air_42c9aa6d617c5057,2017-01-29,23
9035,air_42c9aa6d617c5057,2017-01-30,11
9036,air_42c9aa6d617c5057,2017-02-01,9
9037,air_42c9aa6d617c5057,2017-02-02,9
9038,air_42c9aa6d617c5057,2017-02-03,12
